VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,NUMOCCS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,HIT_RUN,ROLINLOC,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWED,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,SPEEDREL,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,D_VISION1,D_VISION2,D_VISION3,LAST_YR,FIRST_YR,DR_ZIP,MONTH,DAY,HOUR,MINUTE,HARM_EV,MAN_COLL,VE_FORMS
1GKCS18W31K1,1,G,K,C,S,1,8,W,3,1,K,1,6,2,0,23,401,14,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,60137,0,23401,2001,JMY,JMY,2W,000000000,G,00000000000,1005,0,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,1,1,2,53,14,1,1
1GBGC24R7WZ1,1,G,B,G,C,2,4,R,7,W,Z,1,6,2,0,20,481,40,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60155,0,20481,1998,GC2,GM4,CB,000000000,G,00000000000,1315,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,1,17,35,7,0,1
1FTSE34L7YHA,1,F,T,S,E,3,4,L,7,Y,H,A,6,5,0,12,461,21,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60233,0,12461,2000,3SD,VAN,CG,000000000,G,00000000000,1380,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,1,7,10,40,12,1,4
2B4FK4137HR3,2,B,4,F,K,4,1,3,7,H,R,3,6,2,0,7,442,20,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,11,11,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60246,0,7442,1987,CSE,CAR,MP,000000000,G,00000000000,1120,1190,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,14,13,3,14,8,1
1GNEV18K6KF1,1,G,N,E,V,1,8,K,6,K,F,1,6,3,0,20,421,15,92,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60246,0,20421,1989,VBZ,V10,S2,000000000,G,00000000000,1065,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,14,13,3,14,8,1
1FVACWCS95HV,1,F,V,A,C,W,C,S,9,5,H,V,6,2,0,82,881,62,6,6,0,0,999,1,0,0,0,0,1,3,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,6,60252,0,82881,2005,16M,FM2,CC,349179,D,06349179,0,0,,,6,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,17,8,33,14,9,1
1XKADB9X9WR7,1,X,K,A,D,B,9,X,9,W,R,7,6,2,0,85,881,66,6,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,60311,0,85881,1998,T60,CON,DS,1333174,D,571333174,1600,2600,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,21,23,48,14,1,1
2FDJF3712ECA,2,F,D,J,F,3,7,1,2,E,C,A,6,2,0,12,481,31,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60359,0,12481,1984,F35,COF,CB,000000000,D,00000000000,1330,1610,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,21,8,10,14,5,1
1FMCU22X8SUB,1,F,M,C,U,2,2,X,8,S,U,B,6,2,0,12,401,14,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60362,0,12401,1995,EPR,***,UT,000000000,*,00000000000,1017,0,,3646,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,22,3,24,14,4,1
JTDDR32T7Y00,J,T,D,D,R,3,2,T,7,Y,0,0,6,3,0,49,33,3,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,4,2,9,1,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60362,0,49033,2000,CGF,***,2L,000000000,*,00000000000,1023,0,,2425,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,22,3,24,14,4,1
1G2ZG57B7942,1,G,2,Z,G,5,7,B,7,9,4,2,6,4,0,22,22,4,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,10,0,4,2,9,1,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60362,0,22022,2009,G/6,***,4D,000000000,*,00000000000,1123,0,,3305,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,22,3,24,14,4,1
JHMES96663S0,J,H,M,E,S,9,6,6,6,3,S,0,6,5,0,37,31,4,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,2,9,0,36,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60362,0,37031,2003,CHY,***,4D,000000000,*,00000000000,1032,0,,2698,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,22,3,24,14,4,1
4V4ND4JJ6YN7,4,V,4,N,D,4,J,J,6,Y,N,7,6,2,0,51,881,66,6,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,60422,0,51881,2000,VVN,VVN,DS,1719870,D,571719870,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,20,19,5,14,1,1
1GBFP32J8H33,1,G,B,F,P,3,2,J,8,H,3,3,6,2,0,20,466,22,24,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60450,0,20466,1987,P30,P30,FC,000000000,D,00000000000,1250,1570,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,5,0,11,14,1,2
5FNRL18672B0,5,F,N,R,L,1,8,6,7,2,B,0,6,2,0,37,441,20,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,8,8,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60474,0,37441,2002,UDY,***,SV,000000000,*,00000000000,1181,0,,4354,,0,0,,,,,,,,,,,9,,,,,,,,20,0,0,0,,,99,99,99,,,,4,11,23,15,12,7,1
1FUYDZYB7XP9,1,F,U,Y,D,Z,Y,B,7,X,P,9,6,2,0,82,881,66,6,6,0,0,999,1,0,0,0,1,6,97,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,60490,0,82881,1999,FLD,CON,DS,1306854,D,571306854,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,5,3,19,14,1,1
2MEFM75W51X6,2,M,E,F,M,7,5,W,5,1,X,6,6,2,0,14,6,4,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,60536,0,14006,2001,MGL,***,4D,000000000,*,00000000000,1147,0,,3948,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,18,3,8,14,1,1
3C4FY4BB81T5,3,C,4,F,Y,4,B,B,8,1,T,5,6,3,0,6,52,6,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,8,8,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60556,0,6052,2001,PTC,***,SV,000000000,*,00000000000,1030,0,,3109,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,1,13,47,5,0,2
1GCGK23R6YF4,1,G,C,G,K,2,3,R,6,Y,F,4,6,4,0,20,481,31,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60556,0,20481,2000,GK2,GM4,CW,000000000,G,00000000000,1545,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,1,13,47,5,0,2
1FABP28T3GF1,1,F,A,B,P,2,8,T,3,G,F,1,6,5,0,12,3,3,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,11,11,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60556,0,12003,1986,SVO,***,3D,000000000,*,00000000000,1005,0,,3140,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,1,13,47,5,0,2
WBAFB33501LH,W,B,A,F,B,3,3,5,0,1,L,H,6,2,0,34,401,14,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60567,0,34401,2001,BX5,***,UT,000000000,*,00000000000,1110,0,,4795,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,3,20,5,8,0,1
J8DK7A127S32,J,8,D,K,7,A,1,2,7,S,3,2,6,2,0,23,882,62,6,6,0,0,999,1,0,0,0,0,1,1,0,0,0,0,6,6,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,16,0,2,2,57,60572,0,23882,1995,700,700,TB,561196,D,57561196,0,0,,,6,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,4,19,14,14,1,1
YV1LW5649V23,Y,V,1,L,W,5,6,4,9,V,2,3,6,2,0,51,42,6,92,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,13,13,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,60580,0,51042,1997,GLT,***,SW,000000000,*,00000000000,1049,0,,3371,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,7,0,25,23,0,1
2G1FP22K9121,2,G,1,F,P,2,2,K,9,1,2,1,6,3,0,20,9,2,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,13,13,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,60580,0,20009,2001,CAM,***,CP,000000000,*,00000000000,1011,0,,3306,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,7,0,25,23,0,1
36038,3,6,0,3,8,,,,,,,,6,3,0,98,988,59,6,6,0,0,999,1,0,0,0,0,21,22,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,5,7,9,2,6,60607,0,98988,1971,999,999,99,134524,9,06134524,9999,9999,9999,9999,9,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,17,12,50,12,7,2
2FAHP71VX8X1,2,F,A,H,P,7,1,V,X,8,X,1,6,4,0,12,16,4,6,6,0,0,999,1,0,0,0,0,0,0,0,0,5,0,9,9,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60607,0,12016,2008,CVP,***,4D,000000000,*,00000000000,1146,0,,0,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,17,12,50,12,7,2
JHMCM56393C0,J,H,M,C,M,5,6,3,9,3,C,0,6,2,0,37,31,4,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,9,0,99,99,99,99,99,99,17,0,0,2,0,60611,0,37031,2003,ULX,***,4D,000000000,*,00000000000,1079,0,,3053,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,19,1,45,9,0,1
3B6MC3667YM2,3,B,6,M,C,3,6,6,7,Y,M,2,6,2,0,7,482,31,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60664,0,7482,2000,350,RPC,CB,000000000,D,00000000000,1387,1627,,,3,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,18,12,19,8,0,1
1GDK7D1GXJV5,1,G,D,K,7,D,1,G,X,J,V,5,6,3,0,23,481,31,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60664,0,23481,1988,C7D,C6V,CC,000000000,D,00000000000,1250,2540,,,6,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,18,12,19,8,0,1
JN8HD17Y1SW0,J,N,8,H,D,1,7,Y,1,S,W,0,6,3,0,35,401,14,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60683,0,35401,1995,PFI,***,UT,000000000,*,00000000000,1043,0,,3961,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,21,11,20,12,5,2
JTDKB22U6530,J,T,D,K,B,2,2,U,6,5,3,0,6,4,0,49,46,5,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,14,14,0,2,2,9,0,36,0,99,8,54,0,99,99,99,99,99,99,17,0,0,2,0,60683,0,49046,2005,PRI,***,4H,000000000,*,00000000000,1063,0,,2890,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,21,11,20,12,5,2
1HGFA16857L0,1,H,G,F,A,1,6,8,5,7,L,0,6,2,0,37,31,4,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60695,0,37031,2007,UAX,***,4D,000000000,*,00000000000,1063,0,,2807,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,24,16,0,14,6,1
1D4GP24R76B5,1,D,4,G,P,2,4,R,7,6,B,5,6,3,0,7,442,20,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60758,0,7442,2006,CAR,***,SV,000000000,*,00000000000,1193,0,,4095,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,2,4,35,12,5,2
1J8HG48K96C3,1,J,8,H,G,4,8,K,9,6,C,3,6,2,0,2,406,14,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,6,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60759,0,2406,2006,BSE,CMD,4W,000000000,G,00000000000,1095,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,3,0,45,14,1,1
WBAAZ33405KP,W,B,A,A,Z,3,3,4,0,5,K,P,6,3,0,34,34,4,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,6,0,2,3,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,60759,0,34034,2005,3LE,***,4D,000000000,*,00000000000,1073,0,,3285,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,3,0,45,14,1,1
2HGES16533H5,2,H,G,E,S,1,6,5,3,3,H,5,6,4,0,37,31,4,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,6,0,2,3,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,60759,0,37031,2003,UCL,***,4D,000000000,*,00000000000,1031,0,,2513,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,3,0,45,14,1,1
JHMGD37408S0,J,H,M,G,D,3,7,4,0,8,S,0,6,5,0,37,39,5,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,6,0,2,3,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,60759,0,37039,2008,FIT,***,4H,000000000,*,00000000000,965,0,,2432,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,3,0,45,14,1,1
1FAFP40634F1,1,F,A,F,P,4,0,6,3,4,F,1,6,6,0,12,3,2,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,60759,0,12003,2004,MUS,***,CP,000000000,*,00000000000,1013,0,,3114,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,3,0,45,14,1,1
1FUYDZYB1TH7,1,F,U,Y,D,Z,Y,B,1,T,H,7,6,2,0,82,881,66,6,6,0,0,999,1,0,0,0,0,1,98,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,3,57,60784,0,82881,1996,FLD,CON,DS,773562,D,57773562,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,2,2,51,53,0,1
2G1WX12X6T91,2,G,1,W,X,1,2,X,6,T,9,1,6,2,0,20,20,2,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,60790,0,20020,1996,MZ3,***,CP,000000000,*,00000000000,1075,0,,3436,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,10,15,10,7,0,1
1HSHWAHN97J3,1,H,S,H,W,A,H,N,9,7,J,3,6,2,0,84,881,66,6,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,60805,0,84881,2007,860,80S,DS,840361,D,57840361,0,0,,,7,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,8,4,46,14,1,1
1HGEM22965L0,1,H,G,E,M,2,2,9,6,5,L,0,6,4,0,37,31,2,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,13,13,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,60843,0,37031,2005,UAX,***,CP,000000000,*,00000000000,1031,0,,2657,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,6,13,35,12,5,3
JN1CA21D2TT7,J,N,1,C,A,2,1,D,2,T,T,7,6,5,0,35,39,4,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,13,13,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,60843,0,35039,1996,MGS,***,4D,000000000,*,00000000000,1063,0,,2886,,0,0,,,,,,,,,,,9,,,,,,,,92,0,0,0,,,99,99,99,,,,5,6,13,35,12,5,3
3N1CB51D46L5,3,N,1,C,B,5,1,D,4,6,L,5,6,2,2,35,43,4,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60850,0,35043,2006,S18,***,4D,000000000,*,00000000000,998,0,,2509,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,8,18,50,12,2,1
1GCEC14T02Z1,1,G,C,E,C,1,4,T,0,2,Z,1,6,3,0,20,481,31,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,60907,0,20481,2002,SC1,SIL,PK,000000000,G,00000000000,1190,1330,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,23,23,5,12,5,2
4T1BK36B98U2,4,T,1,B,K,3,6,B,9,8,U,2,6,4,0,49,43,4,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,60907,0,49043,2008,UTS,***,4D,000000000,*,00000000000,1110,0,,3490,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,23,23,5,12,5,2
JHMCB7560LC0,J,H,M,C,B,7,5,6,0,L,C,0,6,2,0,37,32,4,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60917,0,37032,1990,AER,***,4D,000000000,*,00000000000,1071,0,,2923,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,24,13,30,14,8,1
CPT253V31004,C,P,T,2,5,3,V,3,1,0,0,4,6,2,1,20,466,22,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,6,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,13,0,0,2,0,60982,0,20466,1973,P20,P20,SN,000000000,G,00000000000,1250,1330,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,28,11,55,14,1,1
2FUY3MCB0VA8,2,F,U,Y,3,M,C,B,0,V,A,8,6,2,0,82,881,66,6,6,0,0,999,1,0,0,0,1,6,3,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,3,57,61000,0,82881,1997,FD1,CON,DS,980097,D,57980097,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,11,1,49,14,1,1
1FVXJLBB8XHF,1,F,V,X,J,L,B,B,8,X,H,F,6,2,1,82,881,63,6,6,0,0,999,1,0,0,0,0,2,3,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,61010,0,82881,1999,F80,MCV,TM,773405,D,57773405,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,29,7,30,14,1,1
1FTYR10U08PA,1,F,T,Y,R,1,0,U,0,8,P,A,6,2,0,12,471,30,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,12,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,61021,0,12471,2008,RNG,RNG,PK,000000000,G,00000000000,1120,1180,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,18,14,7,33,0,1
1GNDT13W6W21,1,G,N,D,T,1,3,W,6,W,2,1,6,3,0,20,401,14,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,61021,0,20401,1998,BZR,***,UT,000000000,*,00000000000,1070,0,,4046,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,18,14,7,33,0,1
KMHDN46D45U0,K,M,H,D,N,4,6,D,4,5,U,0,6,2,0,55,35,4,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,61024,0,55035,2005,EST,***,4D,000000000,*,00000000000,1027,0,,2635,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,31,1,35,8,0,1
2C3HH46R1XH7,2,C,3,H,H,4,6,R,1,X,H,7,6,3,0,7,41,4,53,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,61024,0,7041,1999,CIN,***,4D,000000000,*,00000000000,1130,0,,0,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,31,1,35,8,0,1
1FTDE15N6HHA,1,F,T,D,E,1,5,N,6,H,H,A,6,2,0,12,461,21,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,61051,0,12461,1987,15V,VAN,VW,000000000,G,00000000000,1240,1380,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,6,9,21,47,14,2,1
1GCCM15Z2GB1,1,G,C,C,M,1,5,Z,2,G,B,1,6,2,0,20,441,20,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,61076,0,20441,1986,AST,AST,VN,000000000,G,00000000000,1110,0,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,6,20,13,14,8,0,1
1FACP42E6LF2,1,F,A,C,P,4,2,E,6,L,F,2,6,3,0,12,3,3,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,1,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,61076,0,12003,1990,MCG,***,2H,000000000,*,00000000000,1005,0,,3191,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,6,20,13,14,8,0,1
1NXBA02E3TZ4,1,N,X,B,A,0,2,E,3,T,Z,4,6,3,0,49,32,4,92,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,12,0,2,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,61173,0,49032,1996,COA,***,4D,000000000,*,00000000000,970,0,,2315,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,2,17,30,12,5,2
