VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,OCUPANTS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWAWAY,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,LAST_YR,FIRST_YR,DR_ZIP,MONTH,HARM_EV,MAN_COLL,HIT_RUN,VE_FORMS
2T1AE00E0PC0,2,T,1,A,E,0,0,E,0,P,C,0,42,6,0,49,32,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,420112,0,49032,1993,CLF,***,4D,000000000,*,00000000000,957,0,,2513,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,3,0,2
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,42,7,0,49,32,9,11,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420112,0,49032,1995,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,3,0,2
2G1WF52E4392,2,G,1,W,F,5,2,E,4,3,9,2,42,8,0,20,2,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,10,10,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420112,0,20002,2003,IMP,***,4D,000000000,*,00000000000,1105,0,,3389,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,3,0,2
YV1MH6827621,Y,V,1,M,H,6,8,2,7,6,2,1,42,2,0,51,46,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420113,0,51046,2006,S4A,***,4D,000000000,*,00000000000,1039,0,,3447,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,4,0,1
1B3ES56C05D2,1,B,3,E,S,5,6,C,0,5,D,2,42,3,0,7,20,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,3,3,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,420113,0,7020,2005,NXT,***,4D,000000000,*,00000000000,1040,0,,2634,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,4,0,1
1FUJA6CK45LN,1,F,U,J,A,6,C,K,4,5,L,N,42,2,1,82,883,66,39,6,0,0,99,1,0,0,0,1,6,1,0,0,6,6,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,420116,0,82883,2005,COL,CON,DS,00264518,D,5700264518,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,27,0,0,1
3FAFP3138YR2,3,F,A,F,P,3,1,3,8,Y,R,2,42,4,0,12,37,3,42,6,0,0,99,1,0,0,0,0,0,0,0,0,10,10,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420122,0,12037,2000,FZX,***,3P,000000000,*,00000000000,1030,0,,2551,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,12,4,0,3
1G6CD1189H43,1,G,6,C,D,1,1,8,9,H,4,3,42,5,0,19,3,2,42,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420122,0,19003,1987,DFW,***,CP,000000000,*,00000000000,1108,0,,3312,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,12,4,0,3
1GCEK14T8YZ1,1,G,C,E,K,1,4,T,8,Y,Z,1,42,2,0,20,481,31,42,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420127,0,20481,2000,SK1,SIL,PK,000000000,G,00000000000,1190,1330,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,2,0,1
3D7KS28C15G8,3,D,7,K,S,2,8,C,1,5,G,8,42,2,0,7,482,31,42,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420220,0,7482,2005,SQ2,RPC,CW,000000000,D,00000000000,1405,1605,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,4,0,1
3D2WC76AX8G1,3,D,2,W,C,7,6,A,X,8,G,1,42,2,0,7,482,31,99,6,0,0,99,1,0,0,0,0,0,0,0,0,5,5,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420221,0,7482,2008,S5T,RPC,CB,000000000,D,00000000000,1445,2045,,,5,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,33,0,0,1
JT8BF28G1W01,J,T,8,B,F,2,8,G,1,W,0,1,42,2,0,59,31,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420295,0,59031,1998,ES3,***,4D,000000000,*,00000000000,1051,0,,3378,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,1,0,0,1
3B7GE13Y2LM0,3,B,7,G,E,1,3,Y,2,L,M,0,42,2,0,7,481,31,42,6,0,0,99,1,0,0,0,0,0,0,0,0,1,1,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420322,0,7481,1990,D15,D15,PC,000000000,G,00000000000,1330,1490,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,43,0,0,1
2FAPP36X1PB1,2,F,A,P,P,3,6,X,1,P,B,1,42,4,0,12,15,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420350,0,12015,1993,TGL,***,4D,000000000,*,00000000000,999,0,,2600,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,12,4,0,3
1J4GW48S94C1,1,J,4,G,W,4,8,S,9,4,C,1,42,2,0,2,404,14,42,6,0,0,99,1,0,0,0,0,0,0,0,0,8,8,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420361,0,2404,2004,LCF,GCK,4W,000000000,G,00000000000,1059,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,42,0,0,1
2B7KB31ZXSK5,2,B,7,K,B,3,1,Z,X,S,K,5,42,3,0,7,461,21,42,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420361,0,7461,1995,35B,RMV,VN,000000000,G,00000000000,1276,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,42,0,0,1
1P4GH2434RX2,1,P,4,G,H,2,4,3,4,R,X,2,42,2,0,9,442,20,42,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,1,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420362,0,9442,1994,VOF,***,SV,000000000,*,00000000000,1193,0,,3472,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,1,0,1
1J4FJ68S3TL1,1,J,4,F,J,6,8,S,3,T,L,1,42,3,0,2,404,14,42,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420362,0,2404,1996,SPC,CHK,4W,000000000,G,00000000000,1014,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,1,0,1
1P3ES46C6YD5,1,P,3,E,S,4,6,C,6,Y,D,5,42,2,0,9,20,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,3,9,0,1,0,99,8,8,0,99,99,99,99,99,99,17,0,0,2,0,420372,0,9020,2000,NLX,***,4D,000000000,*,00000000000,1050,0,,2515,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,1,0,1
JT4RN62D3J02,J,T,4,R,N,6,2,D,3,J,0,2,42,3,0,49,401,14,42,6,0,0,99,1,0,0,0,0,0,0,0,0,11,11,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420392,0,49401,1988,RUN,***,UT,000000000,*,00000000000,1030,0,,3421,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,8,0,0,2
1LNFM97V7WY6,1,L,N,F,M,9,7,V,7,W,Y,6,42,4,0,13,5,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,11,11,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420392,0,13005,1998,CON,***,4D,000000000,*,00000000000,1090,0,,3868,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,8,0,0,2
1GBG6H1P2WJ1,1,G,B,G,6,H,1,P,2,W,J,1,42,2,0,20,880,67,42,6,0,0,99,1,0,0,0,0,1,96,0,0,5,5,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,88,420420,0,20880,1998,6H4,CSR,CC,888888888,G,88888888888,1330,2810,,,6,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,3,0,1
1FUJAPAV75DN,1,F,U,J,A,P,A,V,7,5,D,N,42,2,1,82,884,66,39,6,0,0,99,1,0,0,0,1,6,1,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,420477,0,82884,2005,FL3,CON,DS,00336285,D,5700336285,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,1,0,1
1FMDK02155GA,1,F,M,D,K,0,2,1,5,5,G,A,42,2,0,12,22,6,42,6,0,0,99,1,0,0,0,0,0,0,0,0,8,8,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420522,0,12022,2005,FSL,***,UT,000000000,*,00000000000,1129,0,,3959,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,8,0,1
1FMZU34E6XUA,1,F,M,Z,U,3,4,E,6,X,U,A,42,2,1,12,401,14,42,6,0,0,99,1,0,0,0,0,0,0,0,0,6,12,0,6,3,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,3,0,420529,0,12401,1999,EPR,***,UT,000000000,*,00000000000,1116,0,,4128,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,1,0,1
2T1KR32E26C6,2,T,1,K,R,3,2,E,2,6,C,6,42,2,0,49,47,6,42,6,0,0,99,1,0,0,0,0,0,0,0,0,5,5,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420560,0,49047,2006,CTR,***,4H,000000000,*,00000000000,1024,0,,2679,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,3,0,1
3D7KS28D65G7,3,D,7,K,S,2,8,D,6,5,G,7,42,4,0,7,482,31,42,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420593,0,7482,2005,SQ2,RPC,CW,000000000,G,00000000000,1405,1605,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,1,0,3
1G4CW52L3R16,1,G,4,C,W,5,2,L,3,R,1,6,42,2,0,18,3,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,5,5,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420664,0,18003,1994,PKA,***,4D,000000000,*,00000000000,1108,0,,3533,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,30,0,0,1
1G3NF12E7XC4,1,G,3,N,F,1,2,E,7,X,C,4,42,2,0,21,21,2,42,6,0,0,99,1,0,0,0,0,0,0,0,0,2,2,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420665,0,21021,1999,AGS,***,CP,000000000,*,00000000000,1070,0,,2968,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,14,4,0,1
1G8ZK5276XZ1,1,G,8,Z,K,5,2,7,6,X,Z,1,42,3,0,24,1,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,11,11,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420665,0,24001,1999,SL2,***,4D,000000000,*,00000000000,1024,0,,2418,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,14,4,0,1
3HSCHASR53N0,3,H,S,C,H,A,S,R,5,3,N,0,42,2,1,84,881,66,42,6,0,0,99,1,0,0,0,1,6,3,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,3,57,420674,0,84881,2003,99I,990,DS,00569613,D,5700569613,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,1,0,1
1G3WS52K5WF3,1,G,3,W,S,5,2,K,5,W,F,3,42,2,0,21,23,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420702,0,21023,1998,IGL,***,4D,000000000,*,00000000000,1090,0,,3455,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,6,0,1
1LNHM82W91Y6,1,L,N,H,M,8,2,W,9,1,Y,6,42,3,0,13,1,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420702,0,13001,2001,SIG,***,4D,000000000,*,00000000000,1177,0,,4070,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,6,0,1
1G2NF52T2YM7,1,G,2,N,F,5,2,T,2,Y,M,7,42,4,0,22,18,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420702,0,22018,2000,SE1,***,4D,000000000,*,00000000000,1070,0,,3116,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,6,0,1
1N4DL01D0YC2,1,N,4,D,L,0,1,D,0,Y,C,2,42,5,0,35,47,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420702,0,35047,2000,AGS,***,4D,000000000,*,00000000000,1031,0,,2754,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,6,0,1
4A3AJ46GXTE2,4,A,3,A,J,4,6,G,X,T,E,2,42,3,0,52,34,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,10,10,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420722,0,52034,1996,GAS,***,4D,000000000,*,00000000000,1037,0,,2755,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,12,4,0,2
1P3XP48K9MN5,1,P,3,X,P,4,8,K,9,M,N,5,42,4,0,9,17,5,42,6,0,0,99,1,0,0,0,0,0,0,0,0,10,10,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420722,0,9017,1991,SUN,***,4H,000000000,*,00000000000,970,0,,2568,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,12,4,0,2
1FTEF15YXRNA,1,F,T,E,F,1,5,Y,X,R,N,A,42,5,0,12,481,31,42,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,420722,0,12481,1994,F15,COF,PK,000000000,G,00000000000,1170,1330,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,12,4,0,2
1GKDM19W8WB5,1,G,K,D,M,1,9,W,8,W,B,5,42,2,0,23,441,20,42,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,420777,0,23441,1998,SXT,SAF,ES,000000000,G,00000000000,1112,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,10,0,0,1
1GCHK29U86E1,1,G,C,H,K,2,9,U,8,6,E,1,42,3,0,20,481,31,42,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,420777,0,20481,2006,2KH,SIL,4C,000000000,G,00000000000,1435,1575,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,10,0,0,1
1G6KD54Y55U1,1,G,6,K,D,5,4,Y,5,5,U,1,42,4,0,19,3,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,420777,0,19003,2005,DFW,***,4D,000000000,*,00000000000,1153,0,,3978,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,10,0,0,1
1P4GH54R9X23,1,P,4,G,H,5,4,R,9,X,2,3,42,2,0,9,442,20,42,6,0,0,99,1,0,0,0,0,0,0,0,0,8,8,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420864,0,9442,1992,GVL,VOF,SV,000000000,G,00000000000,1193,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,14,7,0,1
2GCEK14H4D11,2,G,C,E,K,1,4,H,4,D,1,1,42,3,0,20,481,31,42,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420864,0,20481,1983,K10,K10,PK,000000000,G,00000000000,1175,1315,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,14,7,0,1
1J4GA59108L5,1,J,4,G,A,5,9,1,0,8,L,5,42,4,0,2,403,14,42,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420864,0,2403,2008,WUS,WUL,4W,000000000,G,00000000000,1160,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,14,7,0,1
2G4WD5328512,2,G,4,W,D,5,3,2,8,5,1,2,42,5,0,18,22,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,5,5,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420864,0,18022,2005,LAL,***,4D,000000000,*,00000000000,1138,0,,3502,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,14,7,0,1
JTHBJ46G9821,J,T,H,B,J,4,6,G,9,8,2,1,42,2,0,59,31,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,3,3,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420917,0,59031,2008,E35,***,4D,000000000,*,00000000000,1093,0,,3580,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,8,0,0,1
1FUPCSZB1XPA,1,F,U,P,C,S,Z,B,1,X,P,A,42,2,1,82,881,66,27,6,0,0,99,1,0,0,0,1,6,3,0,0,7,7,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,420921,0,82881,1999,FLD,CON,DS,00459147,D,5700459147,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,14,7,3,1
1FUJA6CK66LU,1,F,U,J,A,6,C,K,6,6,L,U,42,2,0,82,883,66,42,6,0,0,99,1,0,0,0,1,6,1,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,420937,0,82883,2006,COL,CON,DS,00381097,D,5700381097,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,14,1,0,1
1XPHDB9X07N7,1,X,P,H,D,B,9,X,0,7,N,7,42,2,0,87,881,66,42,6,0,0,99,1,0,0,0,1,6,1,0,0,6,6,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,99,421041,0,87881,2007,386,CON,DS,999999999,D,99999999999,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,14,1,0,1
1B3HD46T9SF6,1,B,3,H,D,4,6,T,9,S,F,6,42,3,0,7,41,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,421055,0,7041,1995,INT,***,4D,000000000,*,00000000000,1130,0,,3219,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,12,5,0,2
1M1AW08YX8N0,1,M,1,A,W,0,8,Y,X,8,N,0,42,2,0,86,884,66,17,6,0,0,99,1,0,0,0,2,7,1,0,0,6,6,0,4,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,421110,0,86884,2008,CXU,600,DS,00021800,D,5700021800,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,8,0,0,1
1D7HW28N05S1,1,D,7,H,W,2,8,N,0,5,S,1,42,2,0,7,472,31,42,6,0,0,99,1,0,0,0,0,0,0,0,0,11,11,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,421113,0,7472,2005,QST,DAK,CW,000000000,G,00000000000,1309,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,14,4,0,1
1D4HS58N93F6,1,D,4,H,S,5,8,N,9,3,F,6,42,3,0,7,402,14,42,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,421113,0,7402,2003,DUR,***,UT,000000000,*,00000000000,1160,0,,4687,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,14,4,0,1
2FWWJWEB0XA9,2,F,W,W,J,W,E,B,0,X,A,9,42,2,1,98,809,66,42,6,0,0,99,1,0,0,0,1,6,1,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,421118,0,98809,1999,A95,STE,DS,00085546,D,5700085546,1360,2560,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,14,1,0,1
1GCEK14V73Z3,1,G,C,E,K,1,4,V,7,3,Z,3,42,2,0,20,481,31,42,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,4,3,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,421127,0,20481,2003,SK1,SIL,PK,000000000,G,00000000000,1190,1330,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,30,0,0,1
1G8ZJ52772Z2,1,G,8,Z,J,5,2,7,7,2,Z,2,42,3,0,24,1,4,42,6,0,0,99,1,0,0,0,0,0,0,0,0,8,8,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,421127,0,24001,2002,SL2,***,4D,000000000,*,00000000000,1024,0,,2404,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,30,0,0,1
