COUNTY,MONTH,DAY,HOUR,MINUTE,PERSONS,ROAD_FNC,ROUTE,REL_JUNC,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,WEATHER,C_M_ZONE,CF1,CF2,CF3,FATALS,DAY_WEEK,ST_CASE,CITY,YEAR,TWAY_ID,LATITUDE,LONGITUD
391,4,23,18,49,3,3,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480845,0,2000,SR-35,88888888,888888888
439,4,23,15,38,7,16,5,2,1,4,45,1,1,1,1,3,3,0,1,0,0,0,0,2,1,480846,4965,2000,PRECINCTLINERD,88888888,888888888
39,4,24,15,1,5,4,8,2,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480847,0,2000,FM1462,88888888,888888888
47,4,24,8,23,3,2,2,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480848,0,2000,US-81,88888888,888888888
201,4,24,13,20,4,12,7,2,4,3,45,1,1,1,1,3,3,0,1,0,0,0,0,1,2,480849,3280,2000,US-59,88888888,888888888
201,4,24,20,52,5,11,1,1,3,5,60,1,1,1,1,0,0,0,1,0,0,0,0,1,2,480850,3280,2000,I-10,88888888,888888888
227,4,24,3,16,2,13,3,1,9,9,55,9,9,2,1,0,0,0,1,0,0,0,0,2,2,480851,640,2000,SR-87,88888888,888888888
439,4,24,15,10,2,16,5,1,1,4,40,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480852,2450,2000,SYLVANIAAVE,88888888,888888888
91,4,25,19,23,1,14,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480853,0,2000,FM311,88888888,888888888
97,4,25,7,40,2,5,8,1,1,2,55,1,1,2,2,0,0,0,1,0,0,0,0,2,3,480854,0,2000,FM2071,88888888,888888888
121,4,25,13,55,2,11,1,1,2,3,70,1,1,1,1,0,0,0,1,0,0,0,0,1,3,480855,9997,2000,I-35,88888888,888888888
201,4,25,10,50,4,12,3,2,2,3,55,1,1,1,1,2,3,0,1,0,0,0,0,1,3,480856,0,2000,SR-249,88888888,888888888
241,4,25,11,10,2,2,2,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480857,3710,2000,US-96,88888888,888888888
245,4,25,6,19,3,12,7,2,4,2,50,1,1,2,1,20,3,0,1,0,0,0,0,1,3,480858,490,2000,US-69,88888888,888888888
331,4,25,21,10,3,2,2,1,1,2,65,1,1,2,1,0,0,0,1,1,0,0,0,3,3,480859,0,2000,US-190,88888888,888888888
111,4,26,7,25,7,2,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,4,4,480860,0,2000,US-87,88888888,888888888
201,4,26,22,16,1,16,5,1,1,2,45,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480861,480,2000,EVERGREENRD,88888888,888888888
403,4,26,13,35,4,5,8,1,1,2,70,2,1,2,1,0,0,0,1,1,0,0,0,1,4,480862,0,2000,FM3315,88888888,888888888
407,4,26,5,45,2,2,2,1,2,2,55,1,1,2,1,0,0,0,5,0,0,0,0,1,4,480863,6344,2000,US-59,88888888,888888888
81,4,27,14,28,2,16,5,2,1,2,30,1,1,2,1,20,3,0,1,0,0,0,0,1,5,480864,900,2000,JACKSON,88888888,888888888
245,4,27,3,2,2,14,8,3,1,2,60,1,1,2,1,20,3,0,1,0,0,0,0,1,5,480865,490,2000,FM364,88888888,888888888
315,4,27,10,30,4,2,2,1,1,2,70,2,1,2,2,0,0,0,2,0,0,0,0,2,5,480866,0,2000,US-59,88888888,888888888
85,4,28,8,1,5,13,8,2,2,2,55,1,1,2,1,20,3,0,1,0,0,0,0,2,6,480867,4230,2000,SPUR399,88888888,888888888
113,4,28,2,30,3,16,5,1,9,3,40,1,1,1,1,0,0,0,1,0,0,0,0,1,6,480868,1730,2000,MASTERSDR,88888888,888888888
193,4,28,11,28,2,5,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,1,6,480869,0,2000,FM1241,88888888,888888888
201,4,28,0,50,2,12,7,1,4,4,45,1,1,1,1,0,0,0,1,0,0,0,0,1,6,480870,3280,2000,US-59,88888888,888888888
259,4,28,22,33,1,6,4,1,1,2,40,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480871,0,2000,OLD9,88888888,888888888
331,4,28,6,15,4,2,2,1,1,2,70,1,1,2,1,0,0,0,1,1,0,0,0,1,6,480872,0,2000,US-190,88888888,888888888
467,4,28,21,6,4,4,3,2,1,2,65,1,1,2,1,20,3,0,1,0,0,0,0,3,6,480873,0,2000,SR-243,88888888,888888888
19,4,29,1,0,2,3,3,1,1,2,65,2,1,2,1,0,0,0,1,0,0,0,0,1,7,480874,0,2000,SR-16,88888888,888888888
29,4,29,3,56,1,2,2,1,2,2,50,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480875,1315,2000,US-87,88888888,888888888
181,4,29,22,9,7,2,2,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480876,7130,2000,US-75,88888888,888888888
245,4,29,16,38,1,12,2,1,2,2,65,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480877,490,2000,US-69,88888888,888888888
367,4,29,0,25,5,4,8,2,1,2,60,1,1,2,1,20,3,0,1,0,0,0,0,1,7,480878,0,2000,FM3325,88888888,888888888
497,4,29,5,50,1,4,3,1,1,2,65,1,1,2,2,0,0,0,2,0,0,0,0,1,7,480879,0,2000,SR-114,88888888,888888888
113,4,30,4,10,2,11,1,1,3,4,60,1,1,2,1,0,0,2,1,1,0,0,0,1,1,480880,1730,2000,I-35,88888888,888888888
141,4,30,13,35,1,14,8,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480881,2190,2000,FM260,88888888,888888888
361,4,30,20,43,3,13,3,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480882,7200,2000,SR-12,88888888,888888888
399,4,30,17,45,1,6,4,1,1,2,60,1,1,4,1,0,0,0,1,0,0,0,0,1,1,480883,0,2000,360,88888888,888888888
453,4,30,15,12,3,13,3,1,1,4,70,1,1,2,1,0,0,0,1,0,0,0,0,2,1,480884,330,2000,SR-71,88888888,888888888
453,4,30,6,54,4,2,2,2,1,9,55,1,1,2,1,3,3,0,1,0,0,0,0,2,1,480885,330,2000,US-183,88888888,888888888
29,5,1,0,58,4,1,1,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480886,0,2000,I-35,88888888,888888888
51,5,1,12,28,3,3,8,2,1,2,70,1,1,2,1,0,0,0,1,1,0,0,0,1,2,480887,0,2000,FM60,88888888,888888888
85,5,1,16,50,4,13,8,2,2,2,55,1,1,2,1,20,3,0,1,0,0,0,0,1,2,480888,4230,2000,SPUR399,88888888,888888888
201,5,1,6,22,6,1,1,1,2,3,70,1,1,2,2,0,0,0,2,0,0,0,0,1,2,480889,0,2000,I-10,88888888,888888888
201,5,1,21,40,2,11,1,1,2,2,60,1,1,1,1,0,0,2,1,0,0,0,0,1,2,480890,3280,2000,I-610,88888888,888888888
215,5,1,21,13,2,2,2,1,2,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480891,2110,2000,US-281,88888888,888888888
389,5,1,8,20,2,1,1,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480892,0,2000,I-10,88888888,888888888
181,1,1,2,20,1,4,3,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480893,6980,2000,SR-11,88888888,888888888
201,1,14,20,30,4,16,5,2,2,2,45,1,1,1,1,2,3,0,1,0,0,0,0,1,6,480894,3280,2000,BELLFORT,88888888,888888888
261,1,14,19,39,19,2,2,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,3,6,480895,0,2000,US-77,88888888,888888888
121,1,15,12,15,2,3,2,1,1,2,55,1,1,2,1,0,0,0,1,1,0,0,0,1,7,480896,5350,2000,US-377,88888888,888888888
367,1,18,2,32,1,1,1,1,2,2,65,1,1,1,1,0,0,0,1,0,0,0,0,1,3,480897,0,2000,I-20,88888888,888888888
29,1,25,18,40,2,12,8,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480898,6090,2000,LOOP1604,88888888,888888888
245,1,27,17,22,1,13,8,1,2,2,60,2,1,1,2,0,0,0,2,0,0,0,0,1,5,480899,5470,2000,FM366,88888888,888888888
329,1,27,7,40,1,16,5,6,1,2,30,1,1,2,1,61,3,0,1,0,0,0,0,1,5,480900,4560,2000,G,88888888,888888888
5,2,5,19,9,1,15,8,1,1,2,45,2,1,1,1,0,0,0,1,0,0,0,0,1,7,480901,4160,2000,FM324,88888888,888888888
439,2,12,15,5,11,11,1,1,3,2,60,2,1,2,1,0,0,0,1,0,0,0,0,1,7,480902,3347,2000,I-820,88888888,888888888
423,2,13,10,55,10,13,8,2,1,6,50,1,1,2,1,3,3,0,1,0,0,0,0,1,1,480903,7070,2000,LOOP323,88888888,888888888
439,2,14,6,59,3,11,1,1,2,3,55,1,1,2,1,0,0,0,1,1,0,0,0,1,2,480904,2420,2000,I-820,88888888,888888888
121,2,19,18,49,2,14,8,1,2,3,45,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480905,2395,2000,FM1171,88888888,888888888
141,2,19,1,36,2,16,5,2,1,2,30,1,1,2,1,20,3,0,1,0,0,0,0,1,7,480906,2190,2000,AMECA,88888888,888888888
257,2,19,19,10,5,2,2,1,2,2,65,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480907,0,2000,US-80,88888888,888888888
215,2,25,1,25,2,4,8,2,1,2,60,1,1,2,1,20,1,0,1,0,0,0,0,1,6,480908,0,2000,FM681,88888888,888888888
287,2,27,19,9,4,2,2,1,1,4,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480909,0,2000,US-290,88888888,888888888
245,3,11,22,32,3,11,1,1,2,4,65,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480910,490,2000,I-10,88888888,888888888
201,3,13,22,35,15,1,1,1,2,9,55,1,1,1,1,0,0,0,1,1,0,0,0,1,2,480911,0,2000,I-45,88888888,888888888
453,3,16,1,53,1,11,1,13,3,9,55,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480912,330,2000,I-35,88888888,888888888
113,3,27,12,3,1,16,5,1,1,2,30,1,1,1,1,0,0,0,1,0,0,0,0,1,2,480913,2590,2000,CORONADR,88888888,888888888
31,3,28,8,0,5,6,4,1,1,2,30,2,3,2,1,0,0,0,1,0,0,0,0,1,3,480914,0,2000,308,88888888,888888888
363,3,31,22,50,4,1,1,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480915,0,2000,I-20,88888888,888888888
245,4,2,0,5,1,13,2,1,2,3,50,1,1,1,1,0,0,0,1,0,0,0,0,1,1,480916,490,2000,US-90,88888888,888888888
405,4,7,10,6,2,4,8,3,1,2,35,1,1,2,1,20,3,0,1,0,0,0,0,1,6,480917,6100,2000,FM3230,88888888,888888888
255,4,8,1,25,2,4,3,1,1,2,50,1,1,2,1,0,0,0,8,0,0,0,0,1,7,480918,9997,2000,SR-80,88888888,888888888
297,4,12,10,35,4,5,8,1,1,2,70,2,1,2,2,0,0,0,1,0,0,0,0,2,4,480919,0,2000,FM1203,88888888,888888888
215,4,16,15,0,3,15,8,2,1,2,45,1,1,2,1,20,3,0,1,0,0,0,0,1,1,480920,0,2000,FM492,88888888,888888888
309,4,20,12,45,3,4,8,2,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480921,0,2000,FM2113,88888888,888888888
21,4,21,16,48,5,2,2,1,1,4,65,1,1,2,1,0,0,0,1,0,19,0,0,2,6,480922,0,2000,US-290,88888888,888888888
113,4,21,12,30,2,16,5,1,1,2,30,2,1,1,1,0,0,2,1,0,0,0,0,1,6,480923,1730,2000,EIGHTHST,88888888,888888888
183,4,22,11,38,3,13,8,2,1,4,35,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480924,4080,2000,SPUR502,88888888,888888888
201,4,22,14,58,3,13,3,1,2,3,55,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480925,3280,2000,SR-6,88888888,888888888
401,4,22,9,23,2,13,2,1,2,2,50,1,1,2,1,20,3,0,1,0,0,0,0,1,7,480926,3120,2000,US-79,88888888,888888888
287,4,23,99,99,1,5,8,3,1,2,60,1,1,2,1,20,3,0,1,0,0,0,0,1,1,480927,0,2000,FM1624,88888888,888888888
55,4,24,8,20,5,2,2,1,1,4,65,1,1,2,1,0,0,0,1,0,0,0,0,3,2,480928,0,2000,US-183,88888888,888888888
165,4,24,21,20,2,6,4,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480929,0,2000,402,88888888,888888888
201,4,24,8,25,8,12,8,1,3,9,70,1,1,1,1,0,0,0,1,0,0,0,0,1,2,480930,3280,2000,LOOP8,88888888,888888888
355,4,24,20,45,12,5,8,2,1,2,65,1,1,2,1,4,3,0,1,0,0,0,0,1,2,480931,0,2000,FM666,88888888,888888888
425,4,24,15,3,2,2,2,1,1,9,70,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480932,0,2000,US-67,88888888,888888888
479,4,24,13,5,5,13,2,1,1,9,45,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480933,3899,2000,US-59,88888888,888888888
215,4,25,0,35,2,4,8,3,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480934,0,2000,FM681,88888888,888888888
375,4,26,23,0,3,11,1,1,2,2,50,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480935,150,2000,I-40,88888888,888888888
469,4,26,7,40,6,2,2,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480936,0,2000,US-59,88888888,888888888
27,4,27,21,50,3,3,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480937,0,2000,SR-36,88888888,888888888
113,4,27,15,0,3,11,7,2,4,2,40,1,1,1,1,3,3,0,1,0,0,0,0,1,5,480938,2800,2000,I-20,88888888,888888888
321,4,27,6,55,1,3,3,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480939,9997,2000,SR-35,88888888,888888888
363,4,27,6,50,2,3,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480940,0,2000,US-281,88888888,888888888
3,4,28,2,17,2,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480941,180,2000,6THPLACE,88888888,888888888
29,4,29,7,40,2,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480942,6090,2000,ROCKWELLBLVD,88888888,888888888
61,4,29,4,15,2,4,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,2,7,480943,0,2000,FM506,88888888,888888888
183,4,29,18,56,6,13,2,2,2,2,55,1,1,2,1,20,3,1,1,0,0,0,0,1,7,480944,2670,2000,US-80,88888888,888888888
309,4,29,2,29,3,4,8,1,1,2,60,2,1,2,1,0,0,0,1,0,20,0,0,2,7,480945,0,2000,FM1860,88888888,888888888
453,4,29,14,23,1,16,5,3,2,3,45,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480946,330,2000,WMCANNON,88888888,888888888
465,4,29,22,0,1,6,4,1,1,2,70,2,1,2,1,0,0,0,1,0,0,0,0,1,7,480947,0,2000,R2ROAD,88888888,888888888
481,4,29,22,30,5,4,8,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,2,7,480948,3323,2000,BU59,88888888,888888888
187,4,30,4,25,5,14,8,1,1,2,50,1,1,2,1,0,0,0,1,0,17,0,0,1,1,480949,0,2000,FM1518,88888888,888888888
201,4,30,6,10,2,11,7,1,4,3,35,1,1,1,1,0,0,0,1,0,0,0,0,1,1,480950,3450,2000,I-10,88888888,888888888
213,4,30,1,23,3,5,8,1,1,2,55,2,1,2,1,0,0,0,1,0,20,0,0,1,1,480951,0,2000,FM2494,88888888,888888888
497,4,30,2,20,2,4,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480952,0,2000,FM1810,88888888,888888888
203,5,2,1,0,2,5,8,1,1,2,55,2,1,2,1,0,0,2,1,0,0,0,0,1,3,480953,0,2000,FM968,88888888,888888888
257,5,2,20,35,1,5,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,3,480954,0,2000,FM2860,88888888,888888888
113,5,3,10,30,2,11,1,1,2,4,70,1,1,2,2,0,0,0,2,0,0,0,0,1,4,480955,3350,2000,I-20,88888888,888888888
167,5,3,22,55,2,13,3,1,1,4,55,1,1,2,1,0,0,0,1,1,0,0,0,1,4,480956,3220,2000,SR-6,88888888,888888888
201,5,3,12,0,2,16,5,1,1,2,30,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480957,3280,2000,ANITAST,88888888,888888888
201,5,3,10,25,1,16,5,1,1,2,35,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480958,3280,2000,SCOTT,88888888,888888888
201,5,3,14,20,2,11,1,1,2,3,70,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480959,3280,2000,I-10,88888888,888888888
227,5,3,19,35,1,6,4,1,1,2,60,1,1,8,1,0,0,0,1,0,0,0,0,1,4,480960,0,2000,30,88888888,888888888
439,5,3,20,20,5,11,1,1,2,4,65,1,1,2,2,0,0,0,1,0,0,0,0,3,4,480961,2450,2000,I-820,88888888,888888888
439,5,3,23,30,4,16,5,1,1,4,30,1,1,2,1,0,0,0,1,0,0,0,0,3,4,480962,2450,2000,CHERRYLANE,88888888,888888888
459,5,3,10,49,4,2,2,1,2,2,50,1,1,2,1,0,0,0,1,0,0,0,0,2,4,480963,2650,2000,US-271,88888888,888888888
481,5,3,21,30,3,2,2,2,2,2,65,1,1,2,1,20,3,0,1,0,0,0,0,1,4,480964,0,2000,US-59,88888888,888888888
41,5,4,15,20,3,2,3,1,2,2,70,1,1,2,2,0,0,0,2,0,0,0,0,1,5,480965,0,2000,SR-6,88888888,888888888
141,5,4,0,20,1,16,5,1,1,4,40,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480966,2190,2000,HUNTER,88888888,888888888
201,5,4,23,25,3,12,2,1,2,2,65,1,1,1,1,0,0,0,1,0,0,0,0,1,5,480967,3280,2000,US-290,88888888,888888888
389,5,4,5,52,3,1,1,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480968,0,2000,I-20,88888888,888888888
471,5,4,20,31,6,4,3,1,1,2,65,2,1,2,2,0,0,0,2,0,0,0,0,4,5,480969,0,2000,SR-75,88888888,888888888
49,5,5,15,50,2,2,2,2,2,2,35,1,1,2,1,20,3,0,1,0,0,0,0,1,6,480970,950,2000,US-67,88888888,888888888
113,5,5,14,42,3,16,5,3,2,3,35,1,1,2,2,0,0,0,1,0,0,0,0,1,6,480971,1730,2000,HAMPTONRD,88888888,888888888
201,5,5,0,30,1,11,1,1,2,4,60,1,1,1,1,0,0,0,1,0,0,0,0,1,6,480972,3280,2000,I-10,88888888,888888888
453,5,5,7,8,1,11,1,1,3,9,60,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480973,330,2000,I-35,88888888,888888888
481,5,5,22,10,3,2,2,1,2,2,65,1,1,2,1,0,0,2,1,0,0,0,0,1,6,480974,0,2000,US-287,88888888,888888888
21,5,6,5,50,1,2,2,1,2,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480975,0,2000,US-290,88888888,888888888
71,5,6,3,40,2,3,3,1,1,2,70,1,1,2,1,0,0,2,1,0,0,0,0,1,7,480976,0,2000,SR-124,88888888,888888888
113,5,6,23,20,9,12,3,1,2,3,60,1,1,2,1,0,0,0,1,1,0,0,0,1,7,480977,3420,2000,SR-183,88888888,888888888
141,5,6,23,52,2,14,8,1,1,2,55,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480978,2190,2000,BU54A,88888888,888888888
201,5,6,23,55,6,16,5,2,1,2,30,1,1,2,1,20,3,0,1,0,0,0,0,3,7,480979,0,2000,CARBYST,88888888,888888888
201,5,6,19,56,2,16,5,2,1,2,35,1,1,2,1,3,3,0,1,0,0,0,0,1,7,480980,5230,2000,PASADENABLVD,88888888,888888888
215,5,6,10,0,8,4,8,1,1,2,45,1,1,2,1,0,0,0,1,1,0,0,0,1,7,480981,0,2000,FM491,88888888,888888888
285,5,6,23,30,3,4,2,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480982,0,2000,US-77,88888888,888888888
439,5,6,22,22,1,6,4,1,1,2,35,2,1,2,1,0,0,0,1,0,0,0,0,1,7,480983,0,2000,LIVEOAKLANE,88888888,888888888
63,5,7,21,58,4,3,3,1,1,2,65,2,1,2,1,0,0,0,1,0,0,0,0,2,1,480984,0,2000,SR-11,88888888,888888888
63,5,7,3,0,1,5,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480985,0,2000,FM3042,88888888,888888888
181,5,7,18,0,1,14,8,1,1,2,55,1,1,2,1,0,0,0,1,1,0,0,0,1,1,480986,0,2000,FM691,88888888,888888888
185,5,7,14,45,2,2,3,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480987,0,2000,SR-105,88888888,888888888
201,5,7,8,15,3,3,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,1,480988,0,2000,FM2920,88888888,888888888
201,5,7,3,50,4,16,5,1,2,3,35,1,1,1,1,0,0,0,1,0,0,0,0,1,1,480989,3280,2000,RICHMOND,88888888,888888888
209,5,7,3,28,5,11,1,1,2,3,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480990,6170,2000,I-35,88888888,888888888
315,5,7,15,34,6,2,2,2,2,2,60,1,1,2,1,4,3,0,1,0,0,0,0,1,1,480991,0,2000,US-59,88888888,888888888
339,5,7,13,35,3,6,4,2,1,2,20,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480992,0,2000,ANDWOOD,88888888,888888888
349,5,7,6,15,1,4,8,1,1,4,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480993,0,2000,BI45F,88888888,888888888
5,5,8,22,13,3,13,2,2,2,2,65,1,1,2,1,20,3,0,1,0,0,0,0,1,2,480994,0,2000,US-69,88888888,888888888
29,5,8,17,30,5,16,5,3,1,2,30,1,1,2,1,3,3,0,1,1,0,0,0,2,2,480995,6090,2000,FIVEPALMS,88888888,888888888
67,5,8,12,5,3,13,8,7,2,2,50,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480996,310,2000,LOOP59,88888888,888888888
141,5,8,99,99,2,13,8,1,1,2,45,1,1,2,1,0,0,2,1,0,0,0,0,1,2,480997,9997,2000,FM76,88888888,888888888
201,5,8,18,51,1,4,8,1,1,2,65,1,1,1,1,0,0,0,1,0,0,0,0,1,2,480998,0,2000,FM1942,88888888,888888888
201,5,8,19,50,2,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480999,3280,2000,PERSHING,88888888,888888888
385,5,8,0,10,12,4,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,4,2,481000,0,2000,FM337,88888888,888888888
389,5,8,6,59,2,1,1,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,2,481001,0,2000,I-20,88888888,888888888
439,5,8,2,46,2,11,1,1,2,4,55,1,1,1,1,0,0,0,1,1,0,0,0,1,2,481002,260,2000,I-20,88888888,888888888
27,5,9,22,22,6,2,3,1,2,2,45,1,1,2,1,0,0,0,1,0,0,0,0,1,3,481003,3690,2000,SR-195,88888888,888888888
113,5,9,22,20,2,11,1,5,2,3,60,1,1,1,1,0,0,2,1,0,0,0,0,1,3,481004,1730,2000,I-45,88888888,888888888
141,5,9,16,8,4,6,4,3,1,2,45,1,1,2,1,0,0,0,1,1,0,0,0,2,3,481005,0,2000,MONTANAAVE,88888888,888888888
309,5,9,6,57,2,3,2,2,2,2,70,1,1,2,1,21,3,0,1,0,0,0,0,1,3,481006,4220,2000,US-84,88888888,888888888
367,5,9,6,56,2,2,3,2,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,3,481007,0,2000,SR-199,88888888,888888888
439,5,9,15,40,2,12,3,7,2,2,60,1,1,2,1,20,1,0,1,0,0,0,0,1,3,481008,2450,2000,SR-199,88888888,888888888
467,5,9,10,55,2,4,3,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,3,481009,0,2000,SR-198,88888888,888888888
21,5,10,12,15,4,3,3,7,2,2,65,1,1,2,1,21,3,0,1,0,0,0,0,2,4,481010,0,2000,SR-21,88888888,888888888
63,5,10,17,25,3,2,2,1,1,4,70,1,1,2,1,0,0,0,1,0,0,0,0,1,4,481011,0,2000,US-271,88888888,888888888
103,5,10,15,20,3,3,2,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,4,481012,0,2000,US-385,88888888,888888888
113,5,10,23,15,1,11,1,1,3,4,55,1,1,1,1,0,0,0,1,0,0,0,0,1,4,481013,1730,2000,I-30,88888888,888888888
141,5,10,6,55,1,11,1,1,2,3,60,1,1,1,1,0,0,0,1,0,0,0,0,1,4,481014,2190,2000,I-10,88888888,888888888
259,5,10,15,45,3,4,3,3,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,2,4,481015,0,2000,SR-46,88888888,888888888
267,5,10,14,35,2,5,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,1,4,481016,0,2000,FM2291,88888888,888888888
329,5,10,12,20,2,1,7,3,1,2,55,1,1,2,1,20,3,0,1,0,0,0,0,1,4,481017,0,2000,I-20,88888888,888888888
375,5,10,8,5,3,16,5,1,1,4,40,1,1,2,1,0,0,0,1,0,0,0,0,1,4,481018,150,2000,WESTERN,88888888,888888888
401,5,10,18,25,7,4,8,2,1,2,60,1,1,2,1,20,3,0,1,0,0,0,0,1,4,481019,0,2000,FM2276,88888888,888888888
409,5,10,22,0,4,6,4,1,1,2,45,2,1,2,1,0,0,0,1,0,0,0,0,1,4,481020,0,2000,72,88888888,888888888
453,5,10,4,55,2,4,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,1,4,481021,0,2000,FM973,88888888,888888888
7,5,11,17,42,4,3,3,2,1,4,45,1,1,2,1,0,0,0,1,0,0,0,0,1,5,481022,2543,2000,SR-35,88888888,888888888
113,5,11,20,6,1,12,3,15,2,3,60,1,1,2,1,0,0,0,1,0,0,0,0,1,5,481023,3420,2000,SR-183,88888888,888888888
121,5,11,16,20,4,2,2,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,5,481024,0,2000,US-377,88888888,888888888
163,5,11,21,8,5,3,2,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,2,5,481025,0,2000,US-57,88888888,888888888
259,5,11,3,21,1,1,1,5,2,9,65,2,1,2,1,0,0,0,1,0,20,0,0,1,5,481026,0,2000,I-10,88888888,888888888
303,5,11,0,6,5,13,2,3,2,2,50,1,1,2,1,3,3,0,1,0,0,0,0,1,5,481027,4140,2000,US-84,88888888,888888888
361,5,11,19,12,2,16,5,2,1,2,30,1,1,1,1,20,3,0,1,0,0,0,0,1,5,481028,5100,2000,JOHNST,88888888,888888888
439,5,11,3,35,1,16,5,1,1,2,45,2,1,2,1,0,0,0,1,0,0,0,0,1,5,481029,2450,2000,OLDDECATURRD,88888888,888888888
453,5,11,14,25,3,6,4,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,1,5,481030,0,2000,CREEDMOORDR,88888888,888888888
453,5,11,1,42,1,12,2,5,2,9,99,1,1,1,1,0,0,0,1,0,0,0,0,1,5,481031,330,2000,US-183,88888888,888888888
