STATE,ST_CASE,VEH_NO,MVIOLATN
48,480137,1,0
48,480138,1,0
48,480139,1,0
48,480139,2,0
48,480140,1,11
48,480140,1,1
48,480141,1,0
48,480142,1,0
48,480142,2,0
48,480143,1,11
48,480143,1,1
48,480143,2,0
48,480144,1,0
48,480144,2,9
48,480145,1,0
48,480146,1,0
48,480147,1,0
48,480147,2,0
48,480148,1,8
48,480148,1,1
48,480149,1,0
48,480150,1,0
48,480150,2,0
48,480150,3,0
48,480151,1,0
48,480152,1,0
48,480152,2,0
48,480153,1,0
48,480154,1,0
48,480154,2,0
48,480155,1,0
48,480156,1,0
48,480156,2,0
48,480156,3,0
48,480157,1,0
48,480158,1,0
48,480159,1,0
48,480160,1,0
48,480160,2,95
48,480161,1,0
48,480162,1,0
48,480163,1,0
48,480164,1,0
48,480164,2,0
48,480165,1,0
48,480166,1,0
48,480166,2,0
48,480167,1,1
48,480167,2,0
48,480168,1,0
48,480169,1,0
48,480170,1,0
48,480170,2,0
48,480171,1,0
48,480171,2,0
48,480172,1,0
48,480174,1,1
48,480174,1,2
48,480174,1,11
48,480175,1,0
48,480175,2,0
48,480176,1,1
48,480176,1,7
48,480176,1,11
48,480177,1,1
48,480177,1,11
48,480177,2,0
48,480178,1,0
48,480179,1,1
48,480179,1,11
48,480179,2,0
48,480180,1,0
48,480181,1,0
48,480182,1,0
48,480182,2,0
48,480183,1,0
48,480185,1,0
48,480185,2,0
48,480185,3,0
48,480185,4,0
48,480185,5,0
48,480185,6,0
48,480185,7,0
48,480185,8,0
48,480185,9,0
48,480186,1,0
48,480186,2,0
48,480187,1,0
48,480187,2,0
48,480188,1,0
48,480188,2,0
48,480189,1,0
48,480190,1,0
48,480190,2,95
48,480191,1,0
48,480191,2,0
48,480192,1,0
48,480193,1,0
48,480193,2,0
48,480194,1,0
48,480195,1,0
48,480196,1,0
48,480196,2,95
48,480197,1,0
48,480198,1,0
48,480198,2,0
48,480199,1,0
48,480199,2,95
48,480200,1,0
48,480200,2,95
48,480201,1,0
48,480202,1,0
48,480202,2,0
48,480202,3,0
48,480203,1,72
48,480203,2,0
48,480204,1,0
48,480204,2,0
48,480205,1,0
48,480206,1,0
48,480207,1,0
48,480208,1,0
48,480209,1,0
48,480209,2,0
48,480209,3,0
48,480210,1,0
48,480211,1,0
48,480211,2,0
48,480212,1,11
48,480212,1,1
48,480212,2,0
48,480213,1,0
48,480214,1,0
48,480215,1,0
48,480215,2,0
48,480216,1,1
48,480216,1,11
48,480216,2,0
48,480217,1,0
48,480217,2,99
48,480218,1,0
48,480218,2,95
48,480219,1,0
48,480220,1,0
48,480221,1,0
48,480222,1,0
48,480222,2,0
48,480223,1,0
48,480224,1,0
48,480224,2,0
48,480225,1,0
48,480226,1,0
48,480227,1,0
48,480228,1,0
48,480229,1,0
48,480230,1,72
48,480230,1,37
48,480230,2,0
48,480231,1,0
48,480232,1,0
48,480232,2,0
48,480233,1,74
48,480233,1,72
48,480234,1,0
48,480235,1,0
48,480236,1,0
48,480237,1,0
48,480238,1,0
48,480239,1,8
48,480239,2,0
48,480240,1,0
48,480241,1,0
48,480241,2,76
48,480241,2,72
48,480241,3,0
48,480241,4,0
48,480242,1,0
48,480242,2,0
48,480243,1,11
48,480243,1,1
48,480244,1,0
48,480245,1,0
48,480246,1,0
48,480246,2,0
48,480246,3,0
48,480247,1,0
48,480247,2,0
48,480248,1,0
48,480248,2,0
48,480249,1,0
48,480249,2,0
48,480250,1,0
48,480250,2,0
48,480251,1,0
48,480251,2,0
48,480252,1,0
48,480252,2,69
48,480252,2,22
48,480253,1,0
48,480254,1,0
48,480255,1,0
48,480256,1,0
48,480256,2,0
48,480257,1,0
48,480258,1,0
48,480258,2,0
48,480259,1,0
48,480260,1,0
48,480260,2,11
48,480260,2,1
48,480261,1,0
48,480262,1,0
48,480262,2,0
48,480263,1,0
48,480264,1,0
48,480265,1,0
48,480266,1,0
48,480267,1,0
48,480267,2,0
48,480268,1,0
48,480269,1,0
48,480270,1,0
48,480271,1,0
48,480271,2,0
48,480272,1,0
48,480273,1,0
48,480273,2,0
48,480274,1,0
48,480275,1,0
48,480276,1,0
48,480276,2,0
48,480277,1,0
48,480278,1,0
48,480278,2,0
48,480279,1,0
48,480280,1,0
48,480281,1,0
48,480282,1,1
48,480282,1,7
48,480282,1,11
48,480283,1,0
48,480284,1,0
48,480285,1,0
48,480285,2,0
48,480286,1,0
48,480287,1,0
48,480287,2,0
48,480288,1,0
48,480288,2,0
48,480289,1,0
48,480290,1,0
48,480291,1,0
48,480291,2,0
48,480292,1,0
48,480293,1,0
48,480293,2,0
48,480294,1,0
48,480295,1,0
48,480296,1,0
48,480297,1,0
48,480298,1,0
48,480298,2,0
48,480299,1,8
48,480300,1,0
48,480300,2,0
48,480301,1,0
48,480302,1,0
48,480302,2,0
48,480303,1,1
48,480303,1,72
48,480304,1,0
48,480305,1,0
48,480306,1,0
48,480306,2,0
48,480307,1,0
48,480307,2,0
48,480307,3,0
48,480308,1,0
48,480308,2,0
48,480309,1,1
48,480309,2,95
48,480310,1,0
48,480310,2,0
48,480311,1,0
48,480312,1,0
48,480312,2,0
48,480313,1,0
48,480313,2,0
48,480314,1,0
48,480315,1,0
48,480316,1,0
48,480316,2,0
48,480317,1,0
48,480319,1,0
48,480320,1,1
48,480320,1,11
48,480321,1,0
48,480322,1,0
48,480322,2,0
48,480323,1,0
48,480324,1,0
48,480324,2,0
48,480325,1,0
48,480326,1,0
48,480326,2,0
48,480326,3,0
48,480327,1,0
48,480328,1,0
48,480328,2,0
48,480329,1,0
48,480329,2,0
48,480329,3,0
48,480330,1,0
48,480330,2,0
48,480331,1,0
48,480332,1,11
48,480332,1,1
48,480332,2,11
48,480333,1,0
48,480334,1,0
48,480334,2,0
48,480335,1,0
48,480335,2,0
48,480336,1,0
48,480336,2,0
48,480336,3,0
48,480337,1,0
48,480338,1,1
48,480338,1,11
48,480338,2,0
48,480339,1,0
48,480340,1,0
48,480341,1,0
48,480342,1,1
48,480342,1,39
48,480342,1,76
48,480342,2,0
48,480343,1,1
48,480343,1,11
48,480343,2,0
48,480344,1,0
48,480345,1,0
48,480346,1,0
48,480346,2,0
48,480347,1,0
48,480348,1,0
48,480348,2,0
48,480349,1,0
48,480349,2,0
48,480350,1,0
48,480350,2,0
48,480352,1,1
48,480352,2,0
48,480353,1,0
48,480354,1,0
48,480355,1,0
48,480356,1,0
48,480357,1,0
48,480357,2,0
48,480358,1,0
48,480358,2,0
48,480359,1,0
48,480360,1,0
48,480361,1,0
48,480362,1,0
48,480362,2,0
48,480363,1,0
48,480364,1,0
48,480364,2,0
48,480365,1,0
48,480365,2,0
48,480366,1,0
48,480366,2,0
48,480367,1,0
48,480368,1,22
48,480368,2,76
48,480368,3,72
48,480368,4,0
48,480369,1,0
48,480370,1,0
48,480370,2,0
48,480371,1,0
48,480371,2,0
48,480372,1,0
48,480373,1,1
48,480373,1,11
48,480374,1,0
48,480374,2,0
48,480375,1,0
48,480375,2,0
48,480376,1,0
48,480376,2,0
48,480377,1,0
48,480378,1,0
48,480378,2,0
48,480379,1,0
48,480380,1,0
48,480380,2,0
48,480381,1,0
48,480381,2,0
48,480382,1,0
48,480382,2,0
48,480384,1,0
48,480384,2,0
48,480385,1,0
48,480385,2,0
48,480386,1,0
48,480387,1,0
48,480387,2,0
48,480388,1,0
48,480388,2,0
48,480389,1,0
48,480391,1,1
48,480391,2,0
48,480392,1,0
48,480393,1,0
48,480394,1,0
48,480395,1,72
48,480395,1,8
48,480396,1,0
48,480396,2,0
48,480397,1,0
48,480398,1,0
48,480398,2,0
48,480398,3,0
48,480399,1,0
48,480399,2,0
48,480400,1,0
48,480401,1,0
48,480402,1,0
48,480402,2,0
48,480403,1,0
48,480404,1,1
48,480404,1,11
48,480404,2,0
48,480405,1,72
48,480405,1,46
48,480405,2,0
48,480406,1,0
48,480407,1,0
48,480408,1,0
48,480409,1,0
48,480410,1,0
48,480410,2,0
48,480411,1,1
48,480411,2,0
48,480411,3,0
48,480412,1,0
48,480413,1,0
48,480413,2,0
48,480414,1,95
48,480414,2,0
48,480415,1,0
48,480416,1,0
48,480417,1,1
48,480417,2,0
48,480418,1,1
48,480418,2,0
48,480419,1,0
48,480419,2,0
48,480420,1,0
48,480421,1,0
48,480422,1,0
48,480423,1,0
48,480424,1,0
48,480424,2,0
48,480425,1,0
48,480425,2,0
48,480427,1,0
48,480428,1,0
48,480429,1,0
48,480429,2,0
48,480430,1,0
48,480430,2,0
48,480430,3,0
48,480431,1,0
48,480431,2,0
48,480432,1,0
48,480433,1,0
48,480434,1,0
48,480434,2,0
48,480435,1,0
48,480436,1,0
48,480436,2,0
48,480436,3,0
48,480436,4,0
48,480437,1,0
48,480437,2,0
48,480438,1,0
48,480438,2,0
48,480439,1,53
48,480439,2,0
48,480440,1,0
48,480441,1,0
48,480441,2,0
48,480442,1,0
48,480443,1,0
48,480444,1,0
48,480445,1,11
48,480445,1,1
48,480445,1,2
48,480446,1,0
48,480447,1,0
48,480448,1,0
48,480449,1,0
48,480449,2,0
48,480450,1,0
48,480451,1,0
48,480451,2,0
48,480452,1,0
48,480453,1,0
48,480453,2,0
48,480454,1,53
48,480454,1,76
48,480454,2,0
48,480455,1,0
48,480456,1,0
48,480457,1,0
48,480458,1,0
48,480459,1,0
48,480460,1,95
48,480460,2,0
48,480461,1,0
48,480462,1,0
48,480463,1,0
48,480463,2,0
48,480464,1,0
48,480465,1,0
48,480466,1,0
48,480466,2,0
48,480467,1,1
48,480467,2,0
48,480468,1,0
48,480469,1,0
48,480470,1,0
48,480470,2,0
48,480470,3,0
48,480471,1,23
48,480472,1,3
48,480472,1,1
48,480472,2,0
48,480473,1,1
48,480473,1,29
48,480473,1,52
48,480473,2,0
48,480474,1,0
48,480474,2,0
48,480475,1,0
48,480475,2,0
48,480476,1,0
48,480476,2,11
48,480476,2,1
48,480476,2,7
48,480477,1,0
48,480478,1,0
48,480479,1,0
48,480480,1,0
48,480480,2,0
48,480480,3,0
48,480481,1,0
48,480482,1,0
48,480483,1,0
48,480484,1,0
48,480485,1,0
48,480486,1,1
48,480486,2,95
48,480487,1,0
48,480487,2,0
48,480488,1,0
48,480488,2,0
48,480488,3,0
48,480489,1,0
48,480489,2,0
48,480489,3,0
48,480490,1,0
48,480490,2,0
48,480491,1,0
48,480492,1,0
48,480492,2,0
48,480492,3,0
48,480493,1,0
48,480493,2,95
48,480494,1,0
48,480495,1,0
48,480495,2,0
48,480497,1,0
48,480497,2,0
48,480498,1,0
48,480499,1,0
48,480499,2,0
48,480500,1,0
48,480501,1,0
48,480502,1,0
48,480502,2,95
48,480503,1,0
48,480504,1,0
48,480504,2,0
48,480505,1,0
48,480506,1,0
48,480507,1,0
48,480507,2,0
48,480507,3,0
48,480508,1,0
48,480509,1,0
48,480510,1,37
48,480510,2,0
48,480511,1,0
48,480512,1,0
48,480513,1,46
48,480513,2,0
48,480514,1,76
48,480514,2,0
48,480515,1,0
48,480515,2,0
48,480516,1,0
48,480516,2,0
48,480518,1,11
48,480518,1,1
48,480519,1,69
48,480519,1,76
48,480519,2,0
48,480520,1,0
48,480520,2,0
48,480521,1,0
48,480522,1,0
48,480522,2,0
48,480523,1,0
48,480524,1,0
48,480525,1,0
48,480525,2,0
48,480526,1,0
48,480526,2,0
48,480527,1,0
48,480527,2,0
48,480527,3,0
48,480528,1,0
48,480529,1,1
48,480529,2,0
48,480529,3,0
48,480530,1,0
48,480531,1,2
48,480531,1,8
48,480531,1,11
48,480531,1,1
48,480532,1,0
48,480533,1,5
48,480533,1,1
48,480533,2,0
48,480533,3,0
48,480534,1,0
48,480534,2,0
48,480535,1,0
48,480536,1,0
48,480537,1,0
48,480538,1,0
48,480538,2,0
48,480539,1,0
48,480540,1,0
48,480541,1,0
48,480541,2,0
48,480541,3,0
48,480542,1,0
48,480542,2,0
48,480543,1,0
48,480544,1,0
48,480544,2,0
48,480545,1,11
48,480545,1,1
48,480546,1,1
48,480546,2,0
48,480547,1,72
48,480548,1,0
48,480548,2,0
48,480549,1,0
48,480549,2,0
48,480550,1,7
48,480551,1,0
48,480551,2,0
48,480551,3,0
48,480552,1,0
48,480553,1,1
48,480554,1,1
48,480554,1,9
48,480554,1,11
48,480555,1,72
48,480555,2,0
48,480555,3,95
48,480555,4,95
48,480556,1,0
48,480556,2,0
48,480556,3,0
48,480556,4,0
48,480557,1,0
48,480558,1,0
48,480559,1,0
48,480560,1,0
48,480560,2,0
48,480561,1,1
48,480561,1,11
48,480562,1,0
48,480563,1,0
48,480564,1,0
48,480565,1,0
48,480565,2,0
48,480565,3,0
48,480566,1,37
48,480566,2,0
48,480567,1,0
48,480568,1,0
48,480568,2,0
48,480568,3,0
48,480568,4,0
48,480569,1,0
48,480570,1,1
48,480570,1,11
48,480570,1,31
48,480570,2,0
48,480570,3,72
48,480571,1,0
48,480571,2,0
48,480572,1,0
48,480572,2,11
48,480572,2,1
48,480573,1,1
48,480573,2,0
48,480574,1,23
48,480574,2,0
48,480574,3,0
48,480575,1,0
48,480576,1,0
48,480576,2,0
48,480577,1,0
48,480577,2,0
48,480578,1,0
48,480579,1,0
48,480580,1,72
48,480580,1,79
48,480581,1,0
48,480582,1,0
48,480583,1,0
48,480584,1,0
48,480585,1,0
48,480586,1,0
48,480587,1,0
48,480588,1,0
48,480588,2,0
48,480589,1,0
48,480589,2,0
48,480589,3,95
48,480590,1,1
48,480590,1,11
48,480590,2,95
48,480590,3,95
48,480590,4,95
48,480590,5,95
48,480590,6,95
48,480591,1,0
48,480592,1,74
48,480592,1,76
48,480592,1,79
48,480593,1,0
48,480593,2,0
48,480594,1,1
48,480594,1,11
48,480594,2,0
48,480594,3,0
48,480595,1,0
48,480596,1,0
48,480597,1,11
48,480597,1,1
48,480597,1,2
48,480597,2,0
48,480598,1,0
48,480598,2,0
48,480599,1,0
48,480600,1,0
48,480601,1,7
48,480602,1,0
48,480603,1,0
48,480604,1,0
48,480605,1,0
48,480606,1,0
48,480607,1,0
48,480607,2,0
48,480608,1,0
48,480609,1,0
48,480610,1,1
48,480610,2,0
48,480610,3,0
48,480611,1,0
48,480611,2,0
48,480612,1,0
48,480613,1,0
48,480614,1,0
48,480615,1,0
48,480616,1,11
48,480616,1,1
48,480618,1,0
48,480619,1,0
48,480620,1,0
48,480620,2,0
48,480621,1,0
48,480621,2,0
48,480622,1,0
48,480623,1,0
48,480624,1,0
48,480625,1,0
48,480625,2,0
48,480626,1,0
48,480627,1,0
48,480627,2,0
48,480628,1,0
48,480628,2,0
48,480628,3,0
48,480628,4,0
48,480629,1,0
48,480630,1,0
48,480630,2,0
48,480631,1,0
48,480631,2,0
48,480632,1,0
48,480632,2,0
48,480633,1,0
48,480635,1,0
48,480635,2,0
48,480636,1,0
48,480637,1,46
48,480637,2,0
48,480638,1,0
48,480639,1,0
48,480640,1,0
48,480641,1,0
48,480642,1,0
48,480643,1,0
48,480643,2,0
48,480644,1,0
48,480644,2,0
48,480645,1,0
48,480646,1,0
48,480646,2,0
48,480647,1,0
48,480647,2,92
48,480647,2,61
48,480647,2,75
48,480647,2,79
48,480647,2,8
48,480648,1,0
48,480649,1,0
48,480650,1,0
48,480651,1,0
48,480651,2,0
48,480652,1,0
48,480653,1,0
48,480654,1,0
48,480654,2,0
48,480655,1,0
48,480655,2,0
48,480656,1,0
48,480656,2,0
48,480657,1,0
48,480658,1,0
48,480659,1,0
48,480659,2,0
48,480659,3,0
48,480660,1,0
48,480661,1,0
48,480661,2,0
48,480663,1,0
48,480664,1,0
48,480665,1,0
48,480666,1,0
48,480667,1,0
48,480668,1,0
48,480668,2,0
48,480669,1,0
48,480669,2,0
48,480670,1,0
48,480671,1,0
48,480672,1,0
48,480673,1,0
48,480674,1,1
48,480674,1,11
48,480674,2,0
48,480675,1,0
48,480675,2,0
48,480676,1,0
48,480677,1,0
48,480677,2,0
48,480678,1,0
48,480678,2,0
48,480679,1,0
48,480680,1,0
48,480680,2,0
48,480681,1,0
48,480681,2,0
48,480682,1,0
48,480682,2,0
48,480683,1,0
48,480684,1,0
48,480685,1,0
48,480685,2,0
48,480686,1,0
48,480686,2,0
48,480687,1,0
48,480687,2,1
48,480687,2,11
48,480688,1,0
48,480689,1,0
48,480690,1,0
48,480692,1,0
48,480693,1,46
48,480693,1,1
48,480693,2,72
48,480693,3,72
48,480694,1,0
48,480695,1,0
48,480695,2,95
48,480696,1,0
48,480697,1,0
48,480698,1,0
48,480698,2,76
48,480698,2,71
48,480698,2,74
48,480699,1,0
48,480700,1,0
48,480700,2,0
48,480700,3,0
48,480701,1,0
48,480702,1,1
48,480703,1,0
48,480704,1,1
48,480704,1,11
48,480705,1,0
48,480706,1,0
48,480707,1,0
48,480707,2,0
48,480708,1,0
48,480708,2,0
48,480709,1,0
48,480709,2,0
48,480710,1,0
48,480710,2,0
48,480710,3,95
48,480711,1,89
48,480711,2,95
48,480712,1,0
48,480712,2,0
48,480713,1,0
48,480714,1,0
48,480714,2,0
48,480715,1,0
48,480715,2,0
48,480716,1,0
48,480717,1,0
48,480718,1,0
48,480718,2,0
48,480719,1,0
48,480720,1,0
48,480721,1,0
48,480722,1,0
48,480723,1,0
48,480723,2,0
48,480724,1,95
48,480725,1,0
48,480725,2,0
48,480726,1,0
48,480727,1,0
48,480728,1,0
48,480729,1,0
48,480729,2,0
48,480731,1,0
48,480731,2,0
48,480732,1,0
48,480733,1,0
48,480734,1,0
48,480735,1,0
48,480735,2,95
48,480736,1,0
48,480736,2,0
48,480737,1,0
48,480738,1,0
48,480739,1,0
48,480739,2,0
48,480740,1,0
48,480741,1,0
48,480742,1,0
48,480742,2,0
48,480743,1,0
48,480743,2,0
48,480743,3,0
48,480744,1,0
48,480745,1,0
48,480747,1,0
48,480747,2,0
48,480748,1,0
48,480748,2,0
48,480749,1,0
48,480750,1,0
48,480750,2,0
48,480751,1,76
48,480752,1,0
48,480752,2,0
48,480752,3,0
48,480752,4,0
48,480753,1,19
48,480753,1,2
48,480753,1,11
48,480754,1,0
48,480754,2,0
48,480754,3,0
48,480755,1,0
48,480756,1,0
48,480757,1,0
48,480757,2,0
48,480758,1,0
48,480758,2,0
48,480759,1,0
48,480760,1,0
48,480760,2,0
48,480760,3,0
48,480760,4,0
48,480761,1,0
48,480762,1,0
48,480763,1,0
48,480764,1,1
48,480764,1,8
48,480765,1,2
48,480765,1,15
48,480765,1,23
48,480765,1,1
48,480765,2,0
48,480767,1,5
48,480768,1,0
48,480769,1,1
48,480769,1,11
48,480769,2,0
48,480770,1,0
48,480771,1,0
48,480771,2,0
48,480772,1,0
48,480773,1,0
48,480774,1,0
48,480774,2,0
48,480775,1,0
48,480776,1,0
48,480777,1,0
48,480777,2,0
48,480777,3,0
48,480778,1,0
48,480779,1,0
48,480779,2,0
48,480780,1,0
48,480780,2,0
48,480781,1,0
48,480782,1,0
48,480783,1,0
48,480784,1,0
48,480785,1,0
48,480785,2,0
48,480786,1,1
48,480786,2,0
48,480788,1,0
48,480789,1,0
48,480790,1,0
48,480790,2,1
48,480790,2,46
48,480791,1,0
48,480792,1,0
48,480792,2,95
48,480793,1,0
48,480793,2,72
48,480793,2,84
48,480794,1,0
48,480795,1,0
48,480796,1,1
48,480796,1,11
48,480797,1,8
48,480797,2,0
48,480798,1,0
48,480799,1,0
48,480800,1,0
48,480801,1,0
48,480802,1,0
48,480803,1,2
48,480803,1,11
48,480803,2,0
48,480803,3,0
48,480804,1,0
48,480805,1,0
48,480806,1,0
48,480806,2,0
48,480807,1,0
48,480808,1,0
48,480809,1,0
48,480810,1,76
48,480811,1,0
48,480812,1,72
48,480812,1,76
48,480812,2,0
48,480813,1,7
48,480813,2,0
48,480814,1,0
48,480815,1,0
48,480816,1,0
48,480816,2,0
48,480817,1,0
48,480818,1,0
48,480818,2,0
48,480819,1,0
48,480819,2,0
48,480820,1,0
48,480821,1,0
48,480822,1,23
48,480822,2,0
48,480823,1,1
48,480823,1,11
48,480824,1,0
48,480825,1,0
48,480825,2,95
48,480826,1,0
48,480827,1,0
48,480827,2,0
48,480828,1,0
48,480828,2,0
48,480829,1,0
48,480831,1,0
48,480832,1,0
48,480832,2,0
48,480833,1,0
48,480834,1,0
48,480835,1,0
48,480835,2,0
48,480836,1,0
48,480836,2,0
48,480837,1,0
48,480838,1,0
48,480839,1,0
48,480839,2,0
48,480840,1,0
48,480841,1,0
48,480842,1,0
48,480842,2,0
48,480843,1,0
48,480844,1,0
48,480844,2,0
48,480844,3,0
48,480845,1,0
48,480846,1,0
48,480847,1,0
48,480847,2,0
48,480848,1,0
48,480849,1,0
48,480849,2,0
48,480850,1,0
48,480850,2,0
48,480851,1,0
48,480851,2,0
48,480852,1,0
48,480852,2,0
48,480853,1,0
48,480854,1,0
48,480854,2,0
48,480855,1,99
48,480855,2,0
48,480856,1,0
48,480857,1,0
48,480857,2,0
48,480858,1,0
48,480859,1,0
48,480860,1,0
48,480861,1,0
48,480862,1,0
48,480863,1,0
48,480864,1,0
48,480864,2,7
48,480865,1,0
48,480866,1,0
48,480867,1,0
48,480868,1,0
48,480868,2,0
48,480869,1,0
48,480870,1,0
48,480870,2,0
48,480871,1,0
48,480872,1,0
48,480873,1,0
48,480874,1,0
48,480875,1,0
48,480876,1,0
48,480877,1,0
48,480877,2,0
48,480878,1,0
48,480879,1,0
48,480880,1,0
48,480880,2,0
48,480881,1,0
48,480882,1,0
48,480883,1,0
48,480884,1,0
48,480885,1,0
48,480886,1,0
48,480886,2,0
48,480887,1,2
48,480887,2,0
48,480888,1,0
48,480888,2,0
48,480889,1,0
48,480890,1,0
48,480891,1,0
48,480892,1,0
48,480892,2,0
48,480893,1,0
48,480893,2,0
48,480893,3,0
48,480894,1,0
48,480895,1,0
48,480895,2,0
48,480896,1,0
48,480896,2,0
48,480897,1,0
48,480898,1,0
48,480899,1,0
48,480899,2,0
48,480900,1,0
48,480900,2,0
48,480901,1,8
48,480902,1,0
48,480903,1,95
48,480903,2,0
48,480904,1,0
48,480905,1,0
48,480905,2,0
48,480906,1,0
48,480906,2,0
48,480907,1,0
48,480908,1,1
48,480908,1,2
48,480908,1,11
48,480908,2,0
48,480909,1,1
48,480909,1,2
48,480909,1,11
48,480909,2,0
48,480909,3,0
48,480910,1,0
48,480910,2,0
48,480911,1,1
48,480912,1,0
48,480913,1,0
48,480914,1,0
48,480915,1,0
48,480916,1,0
48,480917,1,1
48,480917,1,11
48,480918,1,0
48,480919,1,0
48,480919,2,0
48,480920,1,0
48,480921,1,0
48,480922,1,0
48,480922,2,0
48,480922,3,0
48,480923,1,72
48,480923,1,49
48,480923,1,61
48,480923,2,0
48,480924,1,0
48,480925,1,0
48,480925,2,0
48,480927,1,0
48,480928,1,0
48,480929,1,0
48,480930,1,0
48,480931,1,1
48,480931,1,11
48,480932,1,0
48,480933,1,0
48,480934,1,0
48,480935,1,0
48,480936,1,0
48,480937,1,0
48,480937,2,0
48,480938,1,0
48,480939,1,0
48,480940,1,1
48,480940,1,7
48,480940,1,11
48,480941,1,0
48,480941,2,0
48,480942,1,0
48,480943,1,0
48,480943,2,0
48,480943,3,0
48,480944,1,0
48,480944,2,0
48,480945,1,0
48,480946,1,0
48,480947,1,0
48,480948,1,0
48,480949,1,0
48,480950,1,0
48,480951,1,0
48,480952,1,0
48,480952,2,0
48,480953,1,0
48,480953,2,37
48,480954,1,0
48,480955,1,0
48,480956,1,0
48,480957,1,0
48,480958,1,0
48,480959,1,0
48,480960,1,72
48,480960,2,0
48,480961,1,0
48,480961,2,0
48,480962,1,0
48,480962,2,0
48,480963,1,0
48,480963,2,0
48,480964,1,0
48,480965,1,0
48,480966,1,0
48,480967,1,0
48,480968,1,0
48,480968,2,95
48,480969,1,0
48,480969,2,0
48,480970,1,1
48,480971,1,0
48,480972,1,0
48,480972,2,0
48,480973,1,0
48,480974,1,1
48,480974,2,0
48,480974,3,0
48,480974,4,0
48,480975,1,0
48,480976,1,0
48,480977,1,0
48,480978,1,0
48,480978,2,0
48,480979,1,0
48,480980,1,11
48,480980,1,1
48,480980,2,0
48,480981,1,0
48,480982,1,0
48,480983,1,0
48,480983,2,0
48,480984,1,0
48,480984,2,0
48,480985,1,0
48,480985,2,0
48,480986,1,0
48,480986,2,0
48,480987,1,0
48,480987,2,0
48,480988,1,11
48,480988,1,1
48,480988,2,0
48,480989,1,11
48,480989,1,1
48,480990,1,23
48,480990,2,0
48,480991,1,72
48,480991,2,76
48,480992,1,0
48,480993,1,0
48,480993,2,95
48,480994,1,0
48,480995,1,0
48,480996,1,7
48,480996,1,72
48,480996,1,1
48,480996,2,0
48,480996,3,76
48,480996,4,76
48,480997,1,0
48,480998,1,0
48,480998,2,0
48,480999,1,0
48,480999,2,95
48,481000,1,0
48,481001,1,0
48,481002,1,0
48,481002,2,0
48,481003,1,1
48,481003,1,11
48,481003,2,0
48,481004,1,0
48,481005,1,0
48,481006,1,0
48,481007,1,0
48,481007,2,0
48,481007,3,0
48,481007,4,0
48,481008,1,0
48,481009,1,0
48,481009,2,95
48,481010,1,0
48,481010,2,0
48,481011,1,0
48,481012,1,0
48,481013,1,0
48,481013,2,0
48,481014,1,1
48,481014,1,11
48,481014,2,0
48,481015,1,0
48,481016,1,0
48,481017,1,0
48,481018,1,0
48,481018,2,1
48,481018,2,11
48,481019,1,0
48,481019,2,0
48,481020,1,0
48,481020,2,95
48,481021,1,0
48,481021,2,0
48,481022,1,0
48,481023,1,0
48,481023,2,0
48,481024,1,0
48,481024,2,0
48,481025,1,5
48,481025,1,2
48,481026,1,0
48,481028,1,0
48,481029,1,11
48,481029,1,1
48,481030,1,0
48,481031,1,0
48,481031,2,0
48,481031,3,0
48,481031,4,0
48,481032,1,0
48,481032,2,0
48,481033,1,11
48,481033,1,1
48,481033,2,0
48,481033,3,95
48,481034,1,0
48,481034,2,0
48,481035,1,0
48,481036,1,0
48,481036,2,0
48,481037,1,0
48,481037,2,0
48,481037,3,0
48,481038,1,0
48,481039,1,0
48,481040,1,1
48,481040,1,58
48,481040,2,0
48,481041,1,0
48,481042,1,0
48,481043,1,0
48,481044,1,0
48,481045,1,0
48,481045,2,0
48,481046,1,0
48,481048,1,1
48,481048,2,95
48,481048,3,95
48,481048,4,95
48,481049,1,0
48,481050,1,0
48,481051,1,0
48,481051,2,76
48,481052,1,0
48,481052,2,0
48,481053,1,0
48,481054,1,0
48,481055,1,0
48,481055,2,0
48,481056,1,0
48,481057,1,72
48,481058,1,0
48,481059,1,72
48,481059,1,76
48,481059,2,0
48,481060,1,0
48,481061,1,0
48,481061,2,0
48,481062,1,0
48,481063,1,0
48,481064,1,0
48,481065,1,0
48,481065,2,0
48,481066,1,0
48,481066,2,0
48,481067,1,0
48,481068,1,0
48,481069,1,0
48,481069,2,0
48,481069,3,0
48,481069,4,0
48,481070,1,0
48,481071,1,0
48,481072,1,0
48,481073,1,0
48,481074,1,0
48,481074,2,0
48,481075,1,0
48,481076,1,0
48,481076,2,0
48,481077,1,0
48,481077,2,0
48,481078,1,0
48,481079,1,0
48,481080,1,0
48,481081,1,0
48,481081,2,62
48,481081,2,72
48,481082,1,0
48,481082,2,0
48,481083,1,8
48,481084,1,0
48,481085,1,0
48,481086,1,0
48,481087,1,0
48,481088,1,0
48,481089,1,0
48,481090,1,0
48,481090,2,95
48,481091,1,0
48,481091,2,0
48,481091,3,0
48,481092,1,0
48,481093,1,0
48,481093,2,0
48,481094,1,0
48,481094,2,0
48,481095,1,1
48,481095,1,11
48,481097,1,0
48,481099,1,0
48,481100,1,23
48,481100,2,0
48,481101,1,0
48,481102,1,0
48,481103,1,0
48,481104,1,52
48,481104,2,0
48,481105,1,1
48,481105,2,1
48,481106,1,0
48,481106,2,0
48,481107,1,52
48,481107,2,72
